id,Exited
165034,0.021552323128004855
165035,0.8517946007443085
165036,0.03917771570794557
165037,0.26079044247095196
165038,0.3642439019539812
165039,0.05373747607347377
165040,0.05969793514974882
165041,0.08976909783174127
165042,0.6147689870158104
165043,0.012100940436307286
165044,0.1264257046406527
165045,0.023485694859105715
165046,0.018352063737789186
165047,0.17664506065308194
165048,0.5976632636536852
165049,0.08020587254360272
165050,0.08875240128048222
165051,0.32800173184801923
165052,0.03153811171988093
165053,0.1171550357104737
165054,0.02031088768721223
165055,0.11488623617051456
165056,0.24612522139500437
165057,0.010069929667594466
165058,0.5219122998406643
165059,0.17231272971450992
165060,0.9111075822036402
165061,0.48935023702045316
165062,0.12920919046559912
165063,0.41158912414961873
165064,0.019496617542943153
165065,0.0504801745362171
165066,0.17528860144005592
165067,0.138553220100141
165068,0.05235026742696982
165069,0.012570381186990946
165070,0.7929427488356873
165071,0.04513917442214928
165072,0.11220186047486737
165073,0.8976223740493685
165074,0.5103971681601578
165075,0.19167282702423405
165076,0.14374127864958905
165077,0.01074878271441419
165078,0.3562310960252154
165079,0.1913640825369083
165080,0.017419571129079322
165081,0.04849841874019864
165082,0.01030588141417878
165083,0.454505436813559
165084,0.08817162585941288
165085,0.009028956507089597
165086,0.02240311044305721
165087,0.5893772280464437
165088,0.023873223823254158
165089,0.15463663631628285
165090,0.11443784923613366
165091,0.02390301457891825
165092,0.024538060950106175
165093,0.13731940214873142
165094,0.011198861045197517
165095,0.06954672506323666
165096,0.24156291129604918
165097,0.1598195784704623
165098,0.0432868701505171
165099,0.016967072679557316
165100,0.8371196940587903
165101,0.08007880185082343
165102,0.07603567237205362
165103,0.022743309100002433
165104,0.20508097068241993
165105,0.5381338525726284
165106,0.38973178589903873
165107,0.10326397252671536
165108,0.03350377931547659
165109,0.33391162084414333
165110,0.09569143670960546
165111,0.0535174370517861
165112,0.05867641407279873
165113,0.02176338175776432
165114,0.022070226822958998
165115,0.031244119703250167
165116,0.3445768660697151
165117,0.03288014814047926
165118,0.27367047087859364
165119,0.09134253819747865
165120,0.11408300082987188
165121,0.2747637488742128
165122,0.2452575591928789
165123,0.05882578912231358
165124,0.22037284571433693
165125,0.0534620287866436
165126,0.05566535997086246
165127,0.021898575567944806
165128,0.020585904725984438
165129,0.020436755868861612
165130,0.8796505443357722
165131,0.03523748737266448
165132,0.30078598257543254
165133,0.12999487582134092
165134,0.013159746573871582
165135,0.04829743324027282
165136,0.009098782134493097
165137,0.4271108731775433
165138,0.6035310421406779
165139,0.6162666960213072
165140,0.11071373888657554
165141,0.039484560773140255
165142,0.01015361392547704
165143,0.11988654206989705
165144,0.2388470580315063
165145,0.6288714691948858
165146,0.18065609070894406
165147,0.06652139416599606
165148,0.10831869139077555
165149,0.03491462432557602
165150,0.02240311044305721
165151,0.6320136750403794
165152,0.5713293085747927
165153,0.08733163360562057
165154,0.02849811660832404
165155,0.024658078328358757
165156,0.011198861045197517
165157,0.032738927771977934
165158,0.3970843702510925
165159,0.1348158388341517
165160,0.048109504461788334
165161,0.02176338175776432
165162,0.7081858728700862
165163,0.024538060950106175
165164,0.024538060950106175
165165,0.14102229738396405
165166,0.9221909991124111
165167,0.07320289307177555
165168,0.047918766422508315
165169,0.14149821654795705
165170,0.07737144349688367
165171,0.06823165086533459
165172,0.6028479586611831
165173,0.15854102844409262
165174,0.018611476339990593
165175,0.08880806715028804
165176,0.02240430840654495
165177,0.05334177419779755
165178,0.4612514488473238
165179,0.5339651986063223
165180,0.04251743785851616
165181,0.8155858356507136
165182,0.16742361059669975
165183,0.03592029260340984
165184,0.06062930099940264
165185,0.05005410817373932
165186,0.019770415280501805
165187,0.9145608245638531
165188,0.9111075822036402
165189,0.021438710129360387
165190,0.01963316593409396
165191,0.11474422000968172
165192,0.14122768195947794
165193,0.13454686943769792
165194,0.2772420427481689
165195,0.15028860266779012
165196,0.35436531577786934
165197,0.7613496292189995
165198,0.6271703798337878
165199,0.095352924812652
165200,0.32482671708813166
165201,0.6366699127225871
165202,0.8382735471753257
165203,0.6987275891376945
165204,0.5420359830342036
165205,0.022734960370199567
165206,0.16187399137416084
165207,0.09751748379197252
165208,0.022249089063715918
165209,0.14321019905611337
165210,0.3317851393295868
165211,0.8438947333176785
165212,0.07067650590936929
165213,0.02323074782116032
165214,0.8931720291188803
165215,0.4119919618593017
165216,0.06062930099940264
165217,0.00910793925297905
165218,0.010747528674976536
165219,0.848592198718231
165220,0.2694413984892627
165221,0.0922295718632047
165222,0.18117605849525312
165223,0.09783047804728699
165224,0.04549044569362329
165225,0.8814156708481776
165226,0.7677796866883684
165227,0.17942254721411133
165228,0.19494034291312565
165229,0.31241404322136407
165230,0.9115309746607452
165231,0.022349754324092332
165232,0.009098782134493097
165233,0.04379344041171338
165234,0.14580872975088158
165235,0.01755239356496423
165236,0.5164085228794068
165237,0.017642808403710304
165238,0.137085630540626
165239,0.029447210660954928
165240,0.011198861045197517
165241,0.017642808403710304
165242,0.18864088892852826
165243,0.033277617451917235
165244,0.6776848891306135
165245,0.010069929667594466
165246,0.07835635659124819
165247,0.03491462432557602
165248,0.04560655094681618
165249,0.16676405740408468
165250,0.01962532983977777
165251,0.01074878271441419
165252,0.3250235638507249
165253,0.2193708107037496
165254,0.022257601794050837
165255,0.12390284716522394
165256,0.19309641995244595
165257,0.045668467711809345
165258,0.5125792532881005
165259,0.41701988153849445
165260,0.4275330142138992
165261,0.8219250691625296
165262,0.48415171834171594
165263,0.020436755868861612
165264,0.04655665029578041
165265,0.02240311044305721
165266,0.009065231758708896
165267,0.41158912414961873
165268,0.15842144087604512
165269,0.5857575833117387
165270,0.27367047087859364
165271,0.039569344734847946
165272,0.9091994438037547
165273,0.0504801745362171
165274,0.06386618853357641
165275,0.2107039040536524
165276,0.15859687414446932
165277,0.32482671708813166
165278,0.8758388781733596
165279,0.12819200182004256
165280,0.022743309100002433
165281,0.019798373010823756
165282,0.1437704654361061
165283,0.010092631505084005
165284,0.3336015910616682
165285,0.21589519867205972
165286,0.09051952138223984
165287,0.022070226822958998
165288,0.032738927771977934
165289,0.048425975467860864
165290,0.05096462295666685
165291,0.032891216819997904
165292,0.1497864394890416
165293,0.5092968845748412
165294,0.010069929667594466
